comment_content,comment_rating,comment_likes,,,,,,
"Nauji metai taip stuktelėjo galvon, kad gautą dovanų čekį sumąsčiau išleisti išbandant kažką naujo. Šiuo atveju, tai reiškė pabandyti fantastikos žanrą, nes kodėl ne. Blogiausiu atveju tai bus tik dar viena knyga mano lentynoje. Fantastika nesidomiu, jos neskaitau, bet jau ne pirmą kartą ši knyga šmėsteli ir vis su puikiais atsiliepimais. Prisiekę fantastikos mėgėjai ją liaupsina, tai pagalvojau, kad nuo ko geriausia būtų pradėti pažintį su nauju žanru, jei ne nuo ""Trijų kūnų problemos"".

Knygos autorius Liu Cixinu yra daugkartinis įvairių fantastikos literatūros premijų laureatas. Tarp jų ir Hugo premiją už ""Trijų kūnų problemą"", knygą, apie kurią dabar kalbame. Liu Cixinu yra lyginamas su tokiais autoriais kaip Orwell ir, turiu, pripažinti, kad pirmieji knygos puslapiai būtent tokį vaizdą ir sudarė - Goerge Orwell pakeitęs kryptį ir pasinešęs į fantastiką. Liu domina tokios temos kaip socialinė nelygybė, mokslo vystymas, ekologijos problematika.

""Trijų kūnų problema"" - pasakojimas, kuris mus nukelia į Kiniją. Čia vyksta kultūrinė revoliucija. Slapta organizacija bando užmegzti ryšį su kitomis civilizacijomis kosmose. Gaunamas atsakymas, kuris suskaldo ir taip nevieningą žmoniją - vieni nori kariauti su galimais užkariautojais, kiti juos priimti.

Skaityti pradėjau didelėmis akimis ir su šiokia tokia baime. Fantastika man nauja ir bijojau, kad nieko aš čia nesuprasiu. Bet nebuvo taip baisu kaip tikėjausi. Skaičiau gana lengvai ir, kaip jau minėjau, pradžia priminė Orwell, kuris jokia paslaptis - skaitosi lengvai. Taigi visiškai palengva ir su malonumu panirau į Cixinu sukurtą fantastikos pasaulį. Aišku, čia daug fizikos ir dar visokių mokslų, bet turint bent šiokius tokius mokslo pagrindus tikrai skaityti galima. Žinoma, ne viską aš supratau, bet gal tame irgi yra šiek tiek žavesio. Pastebėjimas būtų toks - šioje knygoje daug dalykų, kurie aktualūs dabar ir bus aktualūs dar n metų, tik, mano nuomone, apie juos kalbama perkeliant į tą fantastinę erdvę. Bet tai nebuvo fantastika dėl fantastikos. Mintis čia gana gili ir man patiko, kad ji apskritai buvo, nes to nesitikėjau. Suprantu, kad gal skambu kiek juokingai, bet noriu būti iki galo atvira. Tikėjausi tiesiog fantastikos pasakojimo su ateiviais ar kažkuo pan, o gavau daug gilesnį ir prasmingesnį pasakojimą.

Išvada - pirmas blynas tikrai nebuvo prisvilęs ir džiaugiuosi, kad ėmiausi skaityti šios knygos. Visai tikėtina, kad norėsiu perskaityti ir likusias trilogijos dalis, nes ""Trijų kūnų problema"" yra tik pirmoji dalis. Į pabaigą šiek tiek sunkiau sekėsi susigaudyti, bet patyrimas tikrai įdomus. Be to, labai noriu paskatinti ir savo sekėjus išbandyti naujus žanrus, nebijoti, neužsiblokuoti nuo jų - tikrai geras jausmas imti ir pabandyti tai, kas neįprasta.
Show more",3,16,,,,,,
"DNF @ 70%

but i'm totally counting it as read because i made myself suffer a lot to get to this point and i'm not throwing all of my progress away.

the plot started out interesting, but it kept dragging and dragging and i couldn't fool myself into thinking i was still interested in it. we follow two main characters - one in present day and one in a few flashbacks, reminiscing of the cultural revolution days - and the present day character, called Wang Miao, was simply a cardboard cutout. he had absolutely no personality, nothing that made him stand out, and i didn't even hate him because he was so insipid. i just... didn't feel anything.

Ye Wenjie, on the other hand, who was the focus of the flashback chapters, was awesome. i loved her and honestly if this book had been all about her journey, from her days as a young adult watching her father die at the hands of the red guard, to her future as an academic in china, even if it didn't include the aliens, i'd probably read the whole thing. unfortunately, Wenjie had to share her time in the spotlight with Wang Miao, who was the worst.

seriously. the worst.

other than boring-ass characters, the pacing of this was completely uneven. NOTHING would happen for hundreds of pages; then, suddenly, there were loads of twists. (all of the interesting ones happened during Wenjie's chapters, btw. because she's the only worthy one.) if i cared even a little bit about the plot itself, this wouldn't have been a problem, but i kept expecting the aliens i was promised and they were just never there. there's a lot of talk about physics and its concepts, and then some talk about computers, and then more physics. but not aliens. i just wanted the goddamned ALIENS!!!

and, finally, there's the matter of the writing. it was stiff and unremarkable, and the dialogues were strange. but this is not something i'm holding against this novel because i think this is just a characteristic of eastern asian languagues; they're often very formal and stiff, and i don't think there was much the translator could've done about it without losing the essence of the novel itself. it's just not something that i found pleasing to read.

this is honestly more of a 1.5 rating, if i'm being honest. the extra half star is Ye Wenjie's merit alone. this was the first book i picked up in 2017 and sadly it's also my first dnf of the year, but hopefully i'll have better luck with my next SF pick!
Show more",2,16,,,,,,
"Il problema delle idee

Mi sono trovata parecchio in difficoltà nel valutare questo libro. Ho apprezzato la cornice narrativa, l'originalità delle idee e l'approccio ai temi fantascientifici da una prospettiva orientale ma, altrettanto, alcuni intrecci e soluzioni e lo spessore dei personaggi non sono stati a mio parere all'altezza dell'architettura complessiva. Questa la ragione delle salomoniche tre stelle assegnate. Quando leggo il testo di uno scrittore asiatico cerco sempre, per quanto mi è possibile, di sgomberare il campo da ogni aspettativa convenzionale, date le premesse culturali divergenti frutto di patrimoni artistici, filosofici e spirituali evoluti in correnti distinte. Il significato inscritto nella linearità di un gesto può, per esempio, risultare intraducibile per il nostro sfaccettato universo emotivo ma rintoccare di un'eco che trova radici profonde nella tradizione artistica orientale, che ne legittima e influenza la funzione estetica e narrativa. Fatte salve queste riflessioni, che ho cercato di tenere presenti, mentre la prima parte del libro sembra poter decollare verso uno sviluppo innovativo e affascinante e le personalità abbozzate dei personaggi hanno ancora possibilità di evolvere e stratificarsi, anche grazie ad ampie incursioni nello storico della Cina maoista che potrebbero amplificarne i tratti in termini di profondità e complessità, la seconda invece affonda in un crescendo confuso di spunti elaborati, pre-finiti e incoerenti come pasti precotti senza la lista degli ingredienti, accompagnati dal declino dei caratteri dei protagonisti che lentamente si spengono in una fissità unidimensionale. La parte conclusiva, infine, precipita del tutto in un abisso di barocchismi fantascientifici e grossolane banalizzazioni che ho trovato francamente incomprensibili e irritanti, considerato l'indubbio valore di alcune idee e intuizioni iniziali. La sensazione ultima è quella di aver letto due libri diversi. Ecco, il problema delle idee è che da sole non bastano.
Show more",2,18,,,,,,
"2.5/5

Right, where to begin with this?

I wanted to love this. I expected to love this. Unfortunately I just didn't quite get the overall hype for this. I just want to start off with saying that the final act of this book is remarkable, it really is. The last third of this book absolutely warrants the hype and praise that The Three Body Problem has been receiving. But for the first two thirds I just didn't get it. I wasn't captivated and I wasn't invested in Wang Miao, one of the two primary main characters, as a character - there was no emotional connection there. Conversely, Ye Wenjie, the other primary character is a lot more interesting. Sadly, the most we see and learn of her is in the books final act.

The main offender for me were the scenes set in the virtuality reality world of Three Body, which is where the book gets its titular namesake. This is one of the parts I was expecting to love. We were delving into a new world to learn about but nearly everything that happened in the world of Three Body just went completely over my head and at times almost felt esoteric. That said, a lot of the world of Three Body is explained in the final act of the book, but that particular pay off wasn't satisfying for me because instead of coming off as mysterious and intriguing, the VR world just felt confusing to me.

This book very much feels like the first of a series. Just unfortunately, the first two thirds just seem like setup upon setup for the books final act and later books.

Negatives aside, this is a very, very intelligent and articulate book. The final third really begins to start cooking on gas, finally moving the plot forward in a spectacular and exciting way. Also, some very important philosophically profound questions are asked, with some fascinating dualing opinions. The Three Body Problem touches down on some very important real world subjects and concerns in an exceptionally satisfying way. The books final act is 5 stars, the rest sadly is not.

This is a very well written book with excellent themes, it's just a shame we have to wait until the books final act to see the books truly good stuff. However, the setup for the rest of the trilogy is firmly established now and I have faith that I will very much love the rest of this series.
Show more",3,16,,,,,,
"Risible, poor, full of boring characters, boring plot developments and stupidity overall, ""The Three-Body Problem"" is a clear example of how difficult is to write good sci-fi that makes sense and is interesting in this world we live right now in.

The story jumps between the 60s, with a 'secret secret' Chinese project in the middle of nowhere (an overlong, boring part, full of stupid characters) and the present, where all scientists seem to be killing themselves (because; in a plot development that really never makes sense), a mysterious organization is trying to do something really mysterious (really?, the most ridiculous organization ever, with some characters' decisions that will make you roll your eyes constantly) and a 'very interesting' video-game exists (a laughable thing that fills pages, is boring as hell, and just seems to be there for Liu Cixin to show his knowledge of science and philosophy; and maybe for all those people that like video-games?).

The typical first encounters with other 'races' from far away in the universe are a typical in sci-fi (as the machines' uprising, for example), and Liu Cixin does nothing to break from the pack. That his characters are cardboard cut, with the same depth as a two-dimensional proton, or that their decisions make no sense (I kill you, I invite you to this meeting, we use this video-game to convince the middle and low classes, but only intellectuals like it...) seem to be of no importance to him. His plot decisions are poor, and the writing style (in this translation) is poor, very poor, with zero rhythm and no knowledge of what pace is. And if that was not enough, there is a pedantic tone all throughout the novel, with all the intellectuals comments or the ones about humanity. (I can understand some cultural aspects, but it is funny how this is China and USA, with a cameo by Japan).

The best are the 'educational' moments, where science (nothing Liu Cixin has created) shows its face (as the eleven dimensions, string theory, etc).

Poor, very poor effort.

1.5/10

(Spanish Translation by Javier Altayó)
Show more",1,16,,,,,,
"Addendum: Having watched the show now, I have to say (as it normally does with sci-fi) the moving pictures far outshines the written word, although I will say I'm very pleased someone did pick up this book (series) & turn it into a TV adaptation!



Been after this book for a while & managed to finally track down a copy....... would it be worth the trouble?

The cover of the book gives a hint to the backdrop which is what drew me to the text in the first place...... the first 100 pages are anything & everything but though, as we’re transported back 40 years to a China of 1967 where a good part plays out..... Im lost but still going on....... then it’s about scientists & theories & non-theories too...... where’s it all going at this point? Where’s those scenes from the cover of the book?

I don’t like to give much away & in this case would ruin the majority of the story so i’ll jus say....... Its split into three storylines – The Red Coast - which is the past & based on a secret weapons establishment & is very scientific & teccy for me & not very interesting at times but it does give insight into the plot so you have to plough through even if there’s a little skipping at times – The game called the Three Body - which gets very bogged down at times, its clever no doubt but a little too clever for this reader & found it for the most part staid but again its central to the plot...... & - The now which I enjoyed the most as the characters were engaging & lively with a pacy story.

It was a real mixed bag of a read, a good story ruined at times by a lot of tech heavy narrative. it reminded me in many ways of the Yellow Blue Tibia of Adam Roberts albeit it didn’t work as well as that book did, being at times very staid (maybe lost in the translation?).....

As for the mark? I’m going with a middle of the road three but in truth it dips frequently to a two & only very occasionally peaks with a four. It’s a trilogy that I may well never finish, perhaps i’ll wait for the film?
Show more",3,16,,,,,,
"Geez, I really wanted to love this ... I really did ... and, yet, in the end, I didn't. That doesn't mean I didn't find it interesting, but I surely didn't find it compelling or captivating, and, to some extent, I fear that I loaded it down, simply burdened it, with too many expectations that just couldn't be met.

I first started this book years ago, ... then I stopped and put it down. Over the years, whenever a friend or a kindred spirit would glowingly, effusively recommend it, I'd start again.... And sometimes I'd progress a little further.... but it never really grabbed me. None of the characters resonated with me, nor did any come alive....

This time ... this year ... I decided to stick with it. I even bought a paper copy so it was harder to forget about than something I originally started on my Kindle.... And, while I ultimately found it interesting ... and creative ... I can't think of a single time that I sat and read it, uninterrupted, and didn't want to put it down. Conversely, I put it down at the end of every chapter (and often leafed ahead so I knew how many more pages I had to read before the chapter break) ... and sometimes in the middle of a chapter.... And I took it with me on multiple trips (I can't count the number of planes in which I tried, but ...), and didn't finish it....

Among other things, I was disappointed by how the Chinese aspects (the history, the culture, the politics) of it failed to grab me. I've spent a fair amount of time (and I'm guessing far more than most readers) in the country, and I've really enjoyed working, traveling, and, of course, eating there....

It's not the first Hugo winner I didn't love, and I'm confident it won't be the last.

But, now, I'm done with it. I'm glad I read it ... and yes, again, I don't disagree that it's creative and interesting and thought-provoking ..., and now I can discuss it (relatively intelligently) with others.... But I don't see myself recommending it.

Alas.
Show more",3,16,,,,,,
"“Is it possible that the relationship between humanity and evil is similar to the relationship between the ocean and an iceberg floating on its surface? Both the ocean and the iceberg are made of the same material. That the iceberg seems separate is only because it is in a different form. In reality, it is but a part of the vast ocean.…”


I've put off reading this for a while because for some reason I decided that it seems like a novel that would be too complicated or too dense... I was obviously wrong. This is amazing. This is one of the best sci-fi novels I've ever read and I can't wait to read the rest of the trilogy.

The beautiful thing about is how well it's able to blend science and dynamic storytelling. There are plenty of scientific concepts and theories discussed, but this is done in a way that's easy to understand and crucial for the plot. It's honestly brilliant. While characters can definitely take a backseat to the story and the ideas behind the novel, there's still enough there for me to get invested in a few of them. And the way the alien civilization is portrayed here... well, no spoilers, but I cannot wait to know more.

I don't want to make big claims too soon, before I've read the other two books, but has some serious potential to become one of my all-time favorite book series at the moment.
Show more",5,36,,,,,,
"Λοιπόν. Για να μην μακρηγορώ και καταντήσω κάποια στιγμή βαρετός, και επειδή στο συγκεκριμένο θέμα έχω αναφερθεί και στο παρελθόν. Η επιστημονική φαντασία τις περισσότερες φορές εξαντλείται σε τετριμένα θέματα τα οποία στο πέρασμα του χρόνου κακά τα ψέματα έχουν εξαντληθεί, και σε ευρηματικότητα αλλά και σε ουσία. Εξωγήινοι θέλουν να κατακτήσουν τη Γη, και στο τέλος το καλό και αγαθό ανθρώπινο είδος, τους στέλνει σπιτι σπιτάκι τους.
Εντελώς απρόσμενα όμως «Το πρόβλημα των Τριών Σωμάτων» είναι ένα βιβλίο που διαφέρει απο τα υπόλοιπα του συρμού, το κατάλαβα πολύ πριν καν το ξεκινήσω, μιας και είχα ακούσει ανθρώπους που αναγνωστικά εκτιμώ να εκφράζονται με τα καλύτερα λόγια για αυτο. Και δεν έπεσαν έξω.
Δε θα μπω σε λεπτομέριες, μιας και το ξεκίνησα δίχως να έχω την παραμικρή ιδέα για το τι θα διάβαζα και η υπόθεσή του είναι αμαρτία να αποκαλυφθεί και να καλυφθεί σε πέντε γραμμές. Θα πω ομως πως είναι ένα δύσκολο βιβλίο, που θα ταλαιπωρήσει τον αναγνώστη, ο οποίος αν δεν έχει κάποιες βασικές γνώσεις φυσικής, θα καταπονηθεί πνευματικά όχι αναφορικά με τη ροή του αλλά με το πως αυτός θα κατανοήσει τις βαθύτερες έννοιες και τελικά θα οπτικοποιήσει στο μυαλό του όλο αυτό που διαβάζει. Και ένα ακομη τεράστιο θετικό/αρνητικό. Το βιβλίο είναι το πρώτο μέρος μία τριλογίας, τριλογία σημαίνει δέσμευση, αλλά ομολογώ πως με τρομερή όρεξη και χαρά περιμένω τις δύο του συνέχειες.
Show more",4,17,,,,,,
"От физиката на Нютон до елементарните частици
(Цялото ревю е тук: https://knijenpetar.wordpress.com/202...)

Необходимо е малко време насаме с англоезичната фантастика, за да навлезеш в проблематиката и търсенията на тамошните писатели. Дотолкова сме свикнали с нея. Но с китайската е по-различно, не само защото се случва достатъчно рядко да бъде превеждана на български, за да я разберем. Китайската история е древна и пълна с любопитни събития чак до съвремието, затова я има тази специфична нотка, когато „външен“ се опита да навлезе и разбере този особен свят на династии и открития. С издаването на „Трите тела“ („Колибри“, 2020, с превод на Стефан Русинов) интересът определено би се засилил. А и точно тази книга никак не е случайна. Ако решаването на Задачата за трите тела е достатъчно сложна за масовия читател на научна фантастика, си трябва точно един Лиу Цъсин, за да направи нещата пределно разбираеми и любопитни. За мен книгата си беше необикновено изживяване и с удоволствие бих препоръчал да надникнете, пък макар и с разбираемото напоследък съмнение. Само ще кажа, че намесата на Културната революция на Мао Дзедун, с цялата си невъзможност, доставя онази пъстра добавка, за да направи от историята нещо специално.
(Продължава в блога: )
Show more",5,27,,,,,,
"Aunque hay partes del libro, decisiones del autor y formas de contar ciertas cosas con las que no estoy demasiado contento, aparte del hecho de que hay ciertos conceptos que me sobrepasan, en conjunto este libro me ha volado la cabeza.

No se puede contar gran cosa del libro sin destripar partes importantes, así que lo dejo ahí, simplemente diré que aunque al principio no lo parezca el libro simplemente utiliza como excusa una de las temáticas más típicas de las historias clásicas de ciencia ficción para ofrecernos un relato sorprendente y lleno de ideas originales.

Liu Cixin nos ofrece una mirada a la historia reciente de China, adentrándonos en la vida de una astrofísica que sufrió persecución durante la revolución cultural, por otro lado tenemos la línea principal en la que un científico que investiga sobre nanomateriales empieza a presenciar fenómenos inexplicables que le inducen a detener su investigación.

Como digo aunque le veo fallos el libro me ha sorprendido y me ha gustado lo suficiente como para darle 5 estrellas y ponerlo en favoritos, a ver si puedo seguir pronto con la saga que promete mucho en los siguientes libros.
Show more",5,15,,,,,,
"This was my favorite sci-fi book I’ve read in the past few years.

The writing was very good. It had parts where it zoomed into detailed scientific topics (well frankly it could be just pseudo-science jargon, I wouldn’t really be able to tell) where if that’s your jam you can totally nerd out. But, it would never get too lost in the weeds, as it always zoomed back out to a more fundamental mystery story that was fun to read.

The book intersects with philosophy and politics, having themes that were fun to think about and layers I look forward to exploring more on re-reading. It was written by a Chinese author, and while I don’t have a good understanding of how censorship works in China, I was surprised to see so many sections that were obviously very critical of the authoritarian regime.

The translation seems excellent; I never felt like I was missing something important and in fact it was never top of mind as I was reading that it was a translation.

I’m definitely convinced to read the sequels and I’ll be watching the Netflix version that is scheduled to come later this year.
Show more",5,16,,,,,,
#NAME?,3,15,,,,,,
"Cixin Liu’s The Three-Body Problem is, at its best, complex and intriguing. With its rich historical perspective, the inventiveness of The Three-Body Problem surprises. Liu convincingly portrays his central three characters. The Three-Body Problem is also, at its worst, overly complicated and difficult to follow, peopled with some wooden secondary characters.

I rarely read science fiction: I prefer character and plot driven fiction, rather than fiction driven by scientific imagining and speculation. But is thought-provoking and imagination-stimulating overall, and worth whatever frustrations it may cause readers.

Show more",4,16,,,,,,
"Φέρτε μου το επόμενο ΤΩΡΑ!!!

φυσιολογική κριτική αύριο.

Edit:

1967: Η Γιέ Γουέντζι παρακολουθεί την εν ψυχρώ δολοφονία του πατέρα της από τους Ερυθροφρουρούς κατά τη διάρκεια της Πολιτιστικής Επανάστασης στην Κίνα. Ένα γεγονός που θα σημαδέψει την ίδια και θα παίξει καθοριστικό ρόλο στο μέλλον της ανθρωπότητας.

Δίνοντας έμφαση στην επιστήμη, ο Cixin γράφει ένα από τα καλύτερα βιβλία επιστημονικής φαντασίας των τελευταίων δεκαετιών.

Διαβάστε αναλυτικά την άποψή μου στο .
Show more",5,16,,,,,,
"Perspektivu devojke, krotke, gladne znanja i zaljubljene u astrofiziku umnogome su odredile nedaće izazvane Velikom proleterskom kulturnom revolucijom. Javno ponižavanje, ubistvo oca, hipokrizija savremenika, unutrašnji egzil -samo su neke od tragedija koje su zadesile Je Venđije. Samo nezasita znatiželja i posvećenost poslu daju joj snage da nastavi dalje. Ali kada se Venđije nađe na pravom mestu u pravom trenutku, doći će do relevantnih saznanja koji će odrediti budučnost svetske populacije.

4-
Show more",4,16,,,,,,
"Wow. Nu credeam să mă mai poată surprinde atât de tare un SF. Cixin(se pronunță Țîșin) a reușit. Și încă cum. Revoluția Culturală, China roșie, problema celor 3 corpuri, fizică cuantică la greu, ecologie,religie și filosofie,politică . Matematica a fost cel mai hard sf al acestui roman dar nici măcar asta nu m-a deranjat. Că voi citi și continuările,asta nu-i întrebare.
Show more",5,16,,,,,,
"Even better 2nd time, missed so many details on 1st read. Off to 2nd book!",5,15,,,,,,
"Лелеее...какво беше това!?
В училище ми беше изключително трудно по математика, не я разбирах тази наука, аз си имах нотите още от 6 годишна...после физиката ме досмачка: формули и безсмислени изчисления на задачи и закони...в един момент, в 11 клас се появи астрономията и ми беше интересна, но от ""романтичната"" гледна точка - звезди, съзвездия, космос, млечен път, необятно красиво пространство, в което може би има и друга форма на живот...религия и наука се сблъскаха и тук се появява явно астрофизиката...
Връщам се на Трите тела...ами...това просто си е шедьовър. Не случайно изчаках да си взема всички части преди да се гмурна в това междузвездно пътуване и да открия още един писател, който те кара да мислиш за всичко извън дребното и сиво ежедневие...много проблеми поставя тази книга, дори не искам да ги започвам...
И в крайна сметка какво се оказа, че след около 4 века ще дойдат извънземни за да ни унищожат? 🤣 Яко🤣 (в кръга на маетапа).
Интересно е, че винаги чакаме някой друг, или външна сила да влети от някъде и да оправи обърканият ни живот...буболечки...наистина сме такива...
Захващам втората, защото и тя започва интересно: ""Мравката не помнеше, че преди е живяла на това място....""
P. S. 5⭐️ са малко за тази...
Show more",5,15,,,,,,
"No sabía qué esperar de este libro, pero al final ha acabado gustándome muchísimo.

Es un poco complicado reseñar El problema de los tres cuerpos, porque las aproximadamente 400 páginas que lo componen son tan dinámicas que, de un capítulo a otro, la historia pasaba de ensayo de astrofísica a tratado de antropología, pasando por partes en las que parecía que estaba leyendo un thriller, mezcladas con otras en las que el autor hacía una fuerte denuncia social.
Creo que lo que más me gustó fue que la importancia de la ciencia como motor de la evolución del ser humano, fuera el eje principal de la historia.

Como comentaba, es un libro bastante complejo, que me hacía pararme constantemente a reflexionar sobre la cantidad de asuntos que trata, pero al mismo tiempo el autor aboga por un estilo narrativo muy sencillo y ligero, que pese a estar lleno de términos técnicos, en ningún momento me resultó pesado.

Los personajes que dan vida a la trama son de lo más variados, y me gustó especialmente el de Ye Wenjie, por ser totalmente atípico a lo que vengo leyendo últimamente (siguiendo un poco la estela del propio libro). No quiero comentar mucho sobre ella para no revelar detalles importantes de la trama, pero me ha parecido fascinante encontarme ante un personaje tan real y particular.
Sí que es verdad que quizá me ha faltado algo más de desarrollo en algún que otro personaje, pero en líneas generales me ha gustado mucho, y tengo muchas ganas de ponerme con el siguiente de la trilogía, para ver por dónde lleva Cixin Liu la historia.
Show more",4,14,,,,,,
"Started slow and heavy with a lot of science and characters, but at around 15% it goes from 0 to 100.

If you liked the power/science concept and unique worldbuilding of Mistborn by Brandon Sanderson, then you’ll like this 👌
Show more",4,15,,,,,,
"The Three-Body Problem was originally written in Chinese and has been translated to English. I read the English translation, and I enjoyed it quite a bit. The story had its quirks, but it held my interest well. One of the fun aspects was definitely getting a little taste of Chinese culture and history, since I know appalling little about China. The translator has added a few footnotes to help explain cultural references that wouldn’t make sense to many readers from other countries, and the author also had a few footnotes to explain some science concepts. The book wasn’t overloaded with footnotes; there were 35 in all and they helped add some clarity to the story.

This is one of those books where, early on, you are given a lot of questions and then the answers are slowly revealed throughout the book. This makes it difficult to describe the plot in any detail without spoiling all of the fun of seeing everything revealed for oneself. I’m going to confine myself to describing one of the first plot elements that started the string of questions: something is going on with scientists throughout our world. Many of them are committing suicide.

This is more of a plot-driven book than a character-driven book. The characters were interesting and believable, but this was not a book where I became really invested in the characters. The story was the real draw. I did think there were some aspects of the plot that didn’t really fit together correctly. One of the larger issues I had will have to be described within spoiler tags…



This is the first book in a trilogy, and it doesn’t really resolve anything. It does not end in a cliff hanger though, and it answered all the main questions brought up throughout the story. It left me very curious about what will happen next, so I plan to jump right into the second book.
Show more",4,14,,,,,,
"I tried going into this novel as blind as I could. I knew from seeing some reviews from my goodreads friends in the past that this book involved aliens. It’s been quite a while since I last seen those reviews and I started to doubt myself if what I remembered was true and I wanted to avoid reading the blurb. The reason I started to doubt myself is because the first part of this book was really… strange? It was really hard to anticipate what this book was going to be about, but not in a way where you feel completely lost. Yeah, I had no idea what I was reading until everything was revealed in the second part, but even when I was clueless this book was way too entertaining. I don’t know how Liu Cixin managed it but every sentence was drawing me more and more into this book and I just couldn’t put it down. I also have to give credit to Ken Liu, there was no page, no sentence, no word that made me feel like this was a translation.
I mentioned that the first part of this book was strange, mostly because I had no idea what was happening but also because of the science. Some of it is real and some of it is made up and at times even silly (like the human computer) but even in those moments I didn’t have to suspend my disbelief because the writing made it work. If the first part of this novel was confusing but a pleasure to read, the second part was where everything started to make sense and it was scary. It’s been some time since a book made me feel so much dread and I’m still afraid of what the next book has in store.


Show more",5,16,,,,,,
"Ödüllü kitaplara hep çekinceli yaklaşırım. Nedense benim kitap zevkimle o ödülü verenlerinki bir türlü uyuşmuyor. Bu kitaba dört ve beş yıldız verenlerle de uyuşmamış belli ki. Yorumlardan ""aslında ben de pek beğenmedim ama ayıp olmasın""ı sezdim biraz :)

Bu kitabı daha iyi anlamak için önce bir Çin sosyolojisi ve tarihi, ardından da fizik çift ana dal yapmanızı tavsiye ederim. Aslında kitabın konusu gayet başarılı ancak kurguda sıkıntılar var. Üstüne bir de karakterlerin adına ve cinsiyetine aşina olmayışımız gelince işler iyice sarpa sarıyor. Mesela şöyle bir cümle var: ""Wang arabasına bindi ve Yang Dong'un annesini gormek icin Ding Yi'nin verdiği adrese gitti"". Bir de nene-torun oldu mu işler iyice Dark'a sardı. Neyse.

Kitabın neredeyse ortasına kadar bilim kurgu değil, tarih ağırlıklı olarak gidiyor. Konuya da hakim olmayınca yazarın alıştığımız bilim kurgu örüntüsünden farklı yazım stili biraz sıkılmaya sebep oluyor. Çanak anten ve geriye sayım Lost benzeri bir heyecan uyandırmaktan uzak. Aksiyon neredeyse hiç yok. Sürpriz de yok. O zaman ne var?

Bol bol fizik var. İngilizcesi ""three-body problem"" olan ""üç cisim problemi"" aslında hala çözülememiş bir fizik kuramı (). Burayı zaten okusam bile bir TM'ci olarak anlamadım. Wang abi VR'dan bunu anladı ancak açık söyleyeyim belirli kalıpların içinde düşünmeye alışmış olan ben bu VR sistemini de sevemedim. Yani bu bir oyunsa herkeste farklı olmaz, başı sonu bellidir değil mi? Yani işin VR tarafı da bana zorlama geldi. Cliffhanger güzeldi ama kalan kitapları okuma isteği ve merağı açısından bana yetmedi.

Özetle Ursula teyzenin erken kitapları gibi 60'larda yazılsaydı gerçekten hayalgücüne hayranlık duyup dört yıldız vereceğim ancak 2000'lerin başında artık daha fazla beklentiye sahip olduğum için, bir ordan bir buradan kronolojik sırayla ilerlemeyen kitaplara antipatim ve üzerine ağır bir de ağır fizik geldiği için bayılmadığım bir kitaptı. Yine de bana bakmayın çoğunluk ölüp ölüp bitmiş.

Herkese keyifli okumalar!
Show more",3,15,,,,,,
"I have waited awhile before writing a review of this book. Initially,when I finished it, I felt the book deserved 5 stars--and, after due consideration, I think it still merits my rating of 5 stars. The main reason is that it is a strong science fiction story and I have been a big fan of SF since I began reading and looking for SF books in my school and local public libraries. And it's hard SF, my favorite, comparable to work done by authors such as David Brin and Kim Stanley Robinson, two of my favorites. In fact, it's such hard SF that I don't think I understand it, dealing, as it does with quantum entanglement. But who does understand it? Is it possible to understand it? As Arthur C. Clarke put it, ""Any sufficiently advanced technology is indistinguishable from magic."" Discussion of things like ""the three-body problem"" were a real challenge and definitely not a turn-off, and I appreciated that challenge.
What clinched 5 stars for me was the fact that the book was written by a Chinese person, from a Chinese and non-Western perspective. That made it especially interesting to me as almost all the science fiction I have read has been by Americans, Canadians, British, French, and some other Europeans ( and not to forget the Australians!). I also have to say the translator, Ken Liu, did an awesome job of translation. As he said in his postscript, he tried to do a translation that does not read as if the book was originally written in English. I did get that feeling from the book.
Finally, the book was a very interesting story about human-alien contact, one of my favorite themes in SF and, of course, one that has been done over and over. But I think the author, Cixin Liu, had a unique take on that theme. I realized going in that the book was only the first book of a trilogy and I won't let that detract from my rating. I definitely will want to continue with this trilogy--and expect ( or hope ) that the story holds up to my rating of the first book!
Show more",5,16,,,,,,
